timestamp, x, y, theta, goalVx, goalVy, goalW, weight, controller, run#, robotid
2022-02-17 15:39:17.677, 591.78, 228.32, 341.35, 0.00, 50.00, 0.00, 150, old, 2, 00:06:66:74:3E:82
2022-02-17 15:39:17.689, 591.77, 228.32, 341.34, 0.00, 50.00, 0.00, 150, old, 2, 00:06:66:74:3E:82
2022-02-17 15:39:17.710, 591.78, 228.32, 341.28, 0.00, 50.00, 0.00, 150, old, 2, 00:06:66:74:3E:82
2022-02-17 15:39:17.825, 591.78, 228.33, 341.12, 0.00, 50.00, 0.00, 150, old, 2, 00:06:66:74:3E:82
2022-02-17 15:39:17.826, 591.78, 228.31, 341.73, 0.00, 50.00, 0.00, 150, old, 2, 00:06:66:74:3E:82
2022-02-17 15:39:17.828, 591.78, 228.33, 341.12, 0.00, 50.00, 0.00, 150, old, 2, 00:06:66:74:3E:82
2022-02-17 15:39:17.829, 591.78, 228.34, 340.99, 0.00, 50.00, 0.00, 150, old, 2, 00:06:66:74:3E:82
2022-02-17 15:39:17.831, 591.78, 228.34, 341.09, 0.00, 50.00, 0.00, 150, old, 2, 00:06:66:74:3E:82
2022-02-17 15:39:17.833, 591.78, 228.33, 341.15, 0.00, 50.00, 0.00, 150, old, 2, 00:06:66:74:3E:82
2022-02-17 15:39:18.025, 591.78, 228.33, 341.15, 0.00, 50.00, 0.00, 150, old, 2, 00:06:66:74:3E:82
2022-02-17 15:39:18.026, 591.78, 228.33, 341.34, 0.00, 50.00, 0.00, 150, old, 2, 00:06:66:74:3E:82
2022-02-17 15:39:18.027, 591.78, 228.33, 340.60, 0.00, 50.00, 0.00, 150, old, 2, 00:06:66:74:3E:82
2022-02-17 15:39:18.028, 591.77, 228.33, 341.15, 0.00, 50.00, 0.00, 150, old, 2, 00:06:66:74:3E:82
2022-02-17 15:39:18.032, 591.78, 228.32, 341.34, 0.00, 50.00, 0.00, 150, old, 2, 00:06:66:74:3E:82
2022-02-17 15:39:18.032, 591.78, 228.33, 340.80, 0.00, 50.00, 0.00, 150, old, 2, 00:06:66:74:3E:82
2022-02-17 15:39:18.033, 591.78, 228.33, 340.70, 0.00, 50.00, 0.00, 150, old, 2, 00:06:66:74:3E:82
