timestamp, xKp, xKr, xTh1, xTh2, xTh3, xTh4, yKp, yKr, yTh1, yTh2, yTh3, yTh4, thKp, thKr, thTh1, thTh2, thTh3, thTh4
2022-02-17 15:45:23.944, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2022-02-17 15:45:24.150, 54.87, 54.14, 113.71, 0.06, 0.33, -0.34, 108.17, 111.29, 111.16, 0.74, 0.65, 0.35, 680.43, 719.87, 301.45, 9.10, 6.51, -21.13
2022-02-17 15:45:27.055, 54.87, 54.14, 113.71, 0.06, 0.33, -0.34, 108.17, 111.29, 111.16, 0.74, 0.65, 0.35, 680.43, 719.87, 301.45, 9.10, 6.51, -21.13
2022-02-17 15:45:27.134, 54.87, 54.14, 113.71, 0.06, 0.33, -0.34, 108.09, 111.95, 111.17, 0.81, 0.67, 0.40, 681.54, 719.87, 301.34, 8.60, 6.53, -21.64
2022-02-17 15:45:30.089, 54.87, 54.14, 113.71, 0.06, 0.33, -0.34, 108.09, 111.95, 111.17, 0.81, 0.67, 0.40, 681.54, 719.87, 301.34, 8.60, 6.53, -21.64
2022-02-17 15:45:30.174, 54.88, 54.14, 113.71, 0.06, 0.33, -0.34, 107.95, 112.50, 111.18, 0.90, 0.75, 0.40, 682.62, 719.87, 301.23, 8.95, 6.14, -22.02
2022-02-17 15:45:33.060, 54.88, 54.14, 113.71, 0.06, 0.33, -0.34, 107.95, 112.50, 111.18, 0.90, 0.75, 0.40, 682.62, 719.87, 301.23, 8.95, 6.14, -22.02
2022-02-17 15:45:33.117, 54.90, 54.14, 113.71, 0.05, 0.31, -0.34, 107.57, 113.49, 111.22, 1.02, 0.78, 0.45, 685.48, 719.87, 300.94, 8.08, 6.81, -21.59
2022-02-17 15:45:36.056, 54.90, 54.14, 113.71, 0.05, 0.31, -0.34, 107.57, 113.49, 111.22, 1.02, 0.78, 0.45, 685.48, 719.87, 300.94, 8.08, 6.81, -21.59
2022-02-17 15:45:36.120, 54.91, 54.14, 113.71, 0.05, 0.31, -0.34, 107.48, 115.04, 111.23, 1.14, 0.78, 0.53, 685.90, 719.87, 300.90, 7.94, 6.77, -21.55
2022-02-17 15:45:39.058, 54.91, 54.14, 113.71, 0.05, 0.31, -0.34, 107.48, 115.04, 111.23, 1.14, 0.78, 0.53, 685.90, 719.87, 300.90, 7.94, 6.77, -21.55
2022-02-17 15:45:39.118, 54.95, 54.14, 113.70, 0.03, 0.31, -0.33, 106.87, 117.07, 111.29, 1.18, 0.90, 0.67, 694.26, 719.87, 300.07, 6.46, 5.62, -20.28
2022-02-17 15:45:42.071, 54.95, 54.14, 113.70, 0.03, 0.31, -0.33, 106.87, 117.07, 111.29, 1.18, 0.90, 0.67, 694.26, 719.87, 300.07, 6.46, 5.62, -20.28
2022-02-17 15:45:42.151, 55.00, 54.14, 113.70, 0.02, 0.32, -0.36, 106.28, 118.68, 111.35, 1.31, 0.99, 0.70, 699.24, 719.87, 299.57, 5.64, 6.00, -20.44
2022-02-17 15:45:45.053, 55.00, 54.14, 113.70, 0.02, 0.32, -0.36, 106.28, 118.68, 111.35, 1.31, 0.99, 0.70, 699.24, 719.87, 299.57, 5.64, 6.00, -20.44
2022-02-17 15:45:45.123, 55.02, 54.14, 113.70, 0.01, 0.31, -0.35, 105.20, 123.77, 111.46, 1.60, 1.04, 0.94, 703.92, 719.87, 299.10, 6.52, 5.13, -21.30
2022-02-17 15:45:48.066, 55.02, 54.14, 113.70, 0.01, 0.31, -0.35, 105.20, 123.77, 111.46, 1.60, 1.04, 0.94, 703.92, 719.87, 299.10, 6.52, 5.13, -21.30
2022-02-17 15:45:48.150, 55.14, 54.14, 113.68, -0.02, 0.31, -0.37, 103.91, 128.48, 111.59, 1.62, 1.26, 1.04, 723.79, 719.87, 297.11, 4.68, 2.96, -20.34
2022-02-17 15:45:51.067, 55.14, 54.14, 113.68, -0.02, 0.31, -0.37, 103.91, 128.48, 111.59, 1.62, 1.26, 1.04, 723.79, 719.87, 297.11, 4.68, 2.96, -20.34
2022-02-17 15:45:51.130, 55.16, 54.14, 113.68, -0.02, 0.30, -0.37, 103.76, 128.97, 111.60, 1.64, 1.26, 1.05, 725.32, 719.87, 296.96, 4.57, 2.79, -20.23
2022-02-17 15:45:54.071, 55.16, 54.14, 113.68, -0.02, 0.30, -0.37, 103.76, 128.97, 111.60, 1.64, 1.26, 1.05, 725.32, 719.87, 296.96, 4.57, 2.79, -20.23
2022-02-17 15:45:54.134, 55.17, 54.14, 113.68, -0.02, 0.30, -0.37, 103.56, 132.69, 111.62, 1.79, 1.26, 1.20, 725.38, 719.87, 296.95, 4.62, 2.75, -20.27
2022-02-17 15:45:59.091, 55.17, 54.14, 113.68, -0.02, 0.30, -0.37, 103.56, 132.69, 111.62, 1.79, 1.26, 1.20, 725.38, 719.87, 296.95, 4.62, 2.75, -20.27
2022-02-17 15:45:59.257, 55.17, 54.14, 113.68, -0.02, 0.30, -0.37, 103.56, 132.69, 111.62, 1.79, 1.26, 1.20, 725.38, 719.87, 296.95, 4.62, 2.75, -20.27
2022-02-17 15:46:02.215, 55.17, 54.14, 113.68, -0.02, 0.30, -0.37, 103.56, 132.69, 111.62, 1.79, 1.26, 1.20, 725.38, 719.87, 296.95, 4.62, 2.75, -20.27
2022-02-17 15:46:02.282, 55.19, 54.14, 113.68, -0.03, 0.31, -0.39, 103.47, 132.85, 111.63, 1.82, 1.28, 1.20, 725.83, 719.87, 296.91, 4.55, 2.81, -20.30
2022-02-17 15:46:05.201, 55.19, 54.14, 113.68, -0.03, 0.31, -0.39, 103.47, 132.85, 111.63, 1.82, 1.28, 1.20, 725.83, 719.87, 296.91, 4.55, 2.81, -20.30
2022-02-17 15:46:05.285, 55.20, 54.14, 113.68, -0.03, 0.30, -0.39, 103.32, 133.23, 111.64, 1.88, 1.31, 1.24, 728.54, 719.87, 296.64, 5.29, 2.01, -21.10
2022-02-17 15:46:08.211, 55.20, 54.14, 113.68, -0.03, 0.30, -0.39, 103.32, 133.23, 111.64, 1.88, 1.31, 1.24, 728.54, 719.87, 296.64, 5.29, 2.01, -21.10
2022-02-17 15:46:08.275, 55.28, 54.14, 113.67, -0.05, 0.27, -0.36, 103.10, 133.61, 111.67, 1.91, 1.31, 1.28, 730.58, 719.87, 296.43, 4.75, 1.88, -20.57
2022-02-17 15:46:11.211, 55.28, 54.14, 113.67, -0.05, 0.27, -0.36, 103.10, 133.61, 111.67, 1.91, 1.31, 1.28, 730.58, 719.87, 296.43, 4.75, 1.88, -20.57
2022-02-17 15:46:11.272, 55.28, 54.14, 113.67, -0.06, 0.26, -0.36, 102.80, 134.82, 111.70, 2.04, 1.33, 1.38, 733.14, 719.87, 296.18, 4.20, 1.28, -20.24
2022-02-17 15:46:14.213, 55.28, 54.14, 113.67, -0.06, 0.26, -0.36, 102.80, 134.82, 111.70, 2.04, 1.33, 1.38, 733.14, 719.87, 296.18, 4.20, 1.28, -20.24
2022-02-17 15:46:14.284, 55.33, 54.14, 113.67, -0.07, 0.26, -0.36, 102.20, 136.51, 111.76, 2.09, 1.45, 1.44, 744.14, 719.87, 295.08, 3.38, -0.27, -19.40
2022-02-17 15:46:17.209, 55.33, 54.14, 113.67, -0.07, 0.26, -0.36, 102.20, 136.51, 111.76, 2.09, 1.45, 1.44, 744.14, 719.87, 295.08, 3.38, -0.27, -19.40
2022-02-17 15:46:17.273, 55.38, 54.14, 113.66, -0.08, 0.28, -0.38, 102.06, 137.11, 111.77, 2.13, 1.48, 1.45, 748.96, 719.87, 294.60, 2.74, 0.21, -19.47
2022-02-17 15:46:20.200, 55.38, 54.14, 113.66, -0.08, 0.28, -0.38, 102.06, 137.11, 111.77, 2.13, 1.48, 1.45, 748.96, 719.87, 294.60, 2.74, 0.21, -19.47
2022-02-17 15:46:20.284, 55.39, 54.14, 113.66, -0.08, 0.28, -0.38, 101.66, 141.06, 111.81, 2.35, 1.49, 1.66, 749.43, 719.87, 294.55, 2.92, 0.00, -19.63
2022-02-17 15:46:23.205, 55.39, 54.14, 113.66, -0.08, 0.28, -0.38, 101.66, 141.06, 111.81, 2.35, 1.49, 1.66, 749.43, 719.87, 294.55, 2.92, 0.00, -19.63
2022-02-17 15:46:23.281, 55.45, 54.14, 113.65, -0.09, 0.26, -0.39, 100.97, 143.50, 111.88, 2.30, 1.62, 1.67, 764.70, 719.87, 293.02, 1.59, -1.30, -19.50
2022-02-17 15:46:26.208, 55.45, 54.14, 113.65, -0.09, 0.26, -0.39, 100.97, 143.50, 111.88, 2.30, 1.62, 1.67, 764.70, 719.87, 293.02, 1.59, -1.30, -19.50
2022-02-17 15:46:26.330, 55.46, 54.14, 113.65, -0.09, 0.26, -0.39, 100.97, 143.60, 111.88, 2.30, 1.62, 1.67, 764.84, 719.87, 293.01, 1.59, -1.33, -19.50
2022-02-17 15:46:29.203, 55.46, 54.14, 113.65, -0.09, 0.26, -0.39, 100.97, 143.60, 111.88, 2.30, 1.62, 1.67, 764.84, 719.87, 293.01, 1.59, -1.33, -19.50
2022-02-17 15:46:29.279, 55.46, 54.14, 113.65, -0.09, 0.26, -0.39, 100.98, 143.91, 111.88, 2.29, 1.61, 1.67, 765.06, 719.87, 292.99, 1.55, -1.36, -19.49
2022-02-17 15:46:34.071, 55.46, 54.14, 113.65, -0.09, 0.26, -0.39, 100.98, 143.91, 111.88, 2.29, 1.61, 1.67, 765.06, 719.87, 292.99, 1.55, -1.36, -19.49
2022-02-17 15:46:34.233, 55.46, 54.14, 113.65, -0.09, 0.26, -0.39, 100.98, 143.91, 111.88, 2.29, 1.61, 1.67, 765.06, 719.87, 292.99, 1.55, -1.36, -19.49
2022-02-17 15:46:37.188, 55.46, 54.14, 113.65, -0.09, 0.26, -0.39, 100.98, 143.91, 111.88, 2.29, 1.61, 1.67, 765.06, 719.87, 292.99, 1.55, -1.36, -19.49
2022-02-17 15:46:37.343, 55.48, 54.14, 113.65, -0.09, 0.27, -0.40, 100.93, 144.03, 111.88, 2.31, 1.64, 1.67, 765.88, 719.87, 292.91, 1.27, -1.11, -19.58
2022-02-17 15:46:40.198, 55.48, 54.14, 113.65, -0.09, 0.27, -0.40, 100.93, 144.03, 111.88, 2.31, 1.64, 1.67, 765.88, 719.87, 292.91, 1.27, -1.11, -19.58
2022-02-17 15:46:40.256, 55.48, 54.14, 113.65, -0.10, 0.26, -0.40, 100.80, 144.33, 111.90, 2.36, 1.66, 1.70, 769.05, 719.87, 292.59, 2.18, -2.02, -20.48
2022-02-17 15:46:43.188, 55.48, 54.14, 113.65, -0.10, 0.26, -0.40, 100.80, 144.33, 111.90, 2.36, 1.66, 1.70, 769.05, 719.87, 292.59, 2.18, -2.02, -20.48
2022-02-17 15:46:43.251, 55.55, 54.14, 113.64, -0.12, 0.25, -0.39, 100.54, 145.05, 111.92, 2.39, 1.72, 1.72, 776.60, 719.87, 291.83, 0.89, -2.87, -19.92
