timestamp, xKp, xKr, xTh1, xTh2, xTh3, xTh4, yKp, yKr, yTh1, yTh2, yTh3, yTh4, thKp, thKr, thTh1, thTh2, thTh3, thTh4
2022-02-17 14:03:23.624, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2022-02-17 14:03:23.748, 54.87, 54.14, 113.71, 0.06, 0.33, -0.34, 108.17, 111.29, 111.16, 0.74, 0.65, 0.35, 680.43, 719.87, 301.45, 9.10, 6.51, -21.13
2022-02-17 14:03:26.736, 54.87, 54.14, 113.71, 0.06, 0.33, -0.34, 108.17, 111.29, 111.16, 0.74, 0.65, 0.35, 680.43, 719.87, 301.45, 9.10, 6.51, -21.13
2022-02-17 14:03:26.901, 54.89, 54.14, 113.71, 0.06, 0.34, -0.36, 108.16, 111.34, 111.16, 0.75, 0.66, 0.35, 681.04, 719.87, 301.39, 9.01, 6.59, -21.08
2022-02-17 14:03:29.731, 54.89, 54.14, 113.71, 0.06, 0.34, -0.36, 108.16, 111.34, 111.16, 0.75, 0.66, 0.35, 681.04, 719.87, 301.39, 9.01, 6.59, -21.08
2022-02-17 14:03:29.798, 54.90, 54.14, 113.71, 0.06, 0.34, -0.36, 108.22, 111.31, 111.16, 0.74, 0.65, 0.35, 681.34, 719.87, 301.36, 8.91, 6.68, -21.12
2022-02-17 14:03:32.725, 54.90, 54.14, 113.71, 0.06, 0.34, -0.36, 108.22, 111.31, 111.16, 0.74, 0.65, 0.35, 681.34, 719.87, 301.36, 8.91, 6.68, -21.12
2022-02-17 14:03:32.877, 54.93, 54.14, 113.70, 0.07, 0.32, -0.34, 108.27, 111.30, 111.15, 0.73, 0.64, 0.35, 681.60, 719.87, 301.33, 8.88, 6.71, -21.13
2022-02-17 14:03:35.740, 54.93, 54.14, 113.70, 0.07, 0.32, -0.34, 108.27, 111.30, 111.15, 0.73, 0.64, 0.35, 681.60, 719.87, 301.33, 8.88, 6.71, -21.13
2022-02-17 14:03:35.829, 54.94, 54.14, 113.70, 0.07, 0.31, -0.33, 108.35, 111.29, 111.14, 0.72, 0.64, 0.35, 682.08, 719.87, 301.29, 8.74, 6.83, -21.18
2022-02-17 14:03:38.732, 54.94, 54.14, 113.70, 0.07, 0.31, -0.33, 108.35, 111.29, 111.14, 0.72, 0.64, 0.35, 682.08, 719.87, 301.29, 8.74, 6.83, -21.18
2022-02-17 14:03:38.783, 54.95, 54.14, 113.70, 0.08, 0.30, -0.32, 108.40, 111.32, 111.14, 0.71, 0.63, 0.35, 682.37, 719.87, 301.26, 8.81, 6.75, -21.25
2022-02-17 14:03:41.722, 54.95, 54.14, 113.70, 0.08, 0.30, -0.32, 108.40, 111.32, 111.14, 0.71, 0.63, 0.35, 682.37, 719.87, 301.26, 8.81, 6.75, -21.25
2022-02-17 14:03:41.784, 54.96, 54.14, 113.70, 0.07, 0.30, -0.33, 108.38, 111.47, 111.14, 0.72, 0.63, 0.35, 682.86, 719.87, 301.21, 8.69, 6.87, -21.38
2022-02-17 14:03:44.742, 54.96, 54.14, 113.70, 0.07, 0.30, -0.33, 108.38, 111.47, 111.14, 0.72, 0.63, 0.35, 682.86, 719.87, 301.21, 8.69, 6.87, -21.38
2022-02-17 14:03:44.825, 54.98, 54.14, 113.70, 0.06, 0.31, -0.33, 108.26, 111.80, 111.15, 0.72, 0.64, 0.35, 683.14, 719.87, 301.18, 8.73, 6.82, -21.51
2022-02-17 14:03:47.720, 54.98, 54.14, 113.70, 0.06, 0.31, -0.33, 108.26, 111.80, 111.15, 0.72, 0.64, 0.35, 683.14, 719.87, 301.18, 8.73, 6.82, -21.51
2022-02-17 14:03:47.791, 54.99, 54.14, 113.70, 0.05, 0.32, -0.33, 108.57, 111.79, 111.12, 0.70, 0.62, 0.35, 683.51, 719.87, 301.14, 8.77, 6.77, -21.59
2022-02-17 14:03:50.732, 54.99, 54.14, 113.70, 0.05, 0.32, -0.33, 108.57, 111.79, 111.12, 0.70, 0.62, 0.35, 683.51, 719.87, 301.14, 8.77, 6.77, -21.59
2022-02-17 14:03:50.877, 55.03, 54.14, 113.69, 0.03, 0.33, -0.31, 107.66, 113.21, 111.21, 0.74, 0.67, 0.36, 684.37, 719.87, 301.06, 9.15, 6.39, -21.29
2022-02-17 14:03:53.731, 55.03, 54.14, 113.69, 0.03, 0.33, -0.31, 107.66, 113.21, 111.21, 0.74, 0.67, 0.36, 684.37, 719.87, 301.06, 9.15, 6.39, -21.29
2022-02-17 14:03:53.817, 55.09, 54.14, 113.69, 0.00, 0.33, -0.28, 106.52, 114.94, 111.33, 0.79, 0.74, 0.39, 684.80, 719.87, 301.01, 9.17, 6.35, -21.26
2022-02-17 14:03:59.998, 55.09, 54.14, 113.69, 0.00, 0.33, -0.28, 106.52, 114.94, 111.33, 0.79, 0.74, 0.39, 684.80, 719.87, 301.01, 9.17, 6.35, -21.26
2022-02-17 14:04:00.140, 55.09, 54.14, 113.69, 0.00, 0.33, -0.28, 106.52, 114.94, 111.33, 0.79, 0.74, 0.39, 684.80, 719.87, 301.01, 9.17, 6.35, -21.26
2022-02-17 14:04:03.102, 55.09, 54.14, 113.69, 0.00, 0.33, -0.28, 106.52, 114.94, 111.33, 0.79, 0.74, 0.39, 684.80, 719.87, 301.01, 9.17, 6.35, -21.26
2022-02-17 14:04:03.180, 55.09, 54.14, 113.69, 0.01, 0.33, -0.28, 106.59, 114.89, 111.32, 0.78, 0.74, 0.37, 685.13, 719.87, 300.98, 8.97, 6.16, -21.06
2022-02-17 14:04:06.090, 55.09, 54.14, 113.69, 0.01, 0.33, -0.28, 106.59, 114.89, 111.32, 0.78, 0.74, 0.37, 685.13, 719.87, 300.98, 8.97, 6.16, -21.06
2022-02-17 14:04:06.151, 55.10, 54.14, 113.69, -0.00, 0.33, -0.28, 106.56, 115.00, 111.32, 0.79, 0.75, 0.39, 686.27, 719.87, 300.87, 8.58, 5.78, -20.69
2022-02-17 14:04:09.082, 55.10, 54.14, 113.69, -0.00, 0.33, -0.28, 106.56, 115.00, 111.32, 0.79, 0.75, 0.39, 686.27, 719.87, 300.87, 8.58, 5.78, -20.69
2022-02-17 14:04:09.155, 55.10, 54.14, 113.69, -0.01, 0.34, -0.28, 106.71, 114.90, 111.31, 0.78, 0.74, 0.37, 686.97, 719.87, 300.80, 8.38, 5.58, -20.49
