timestamp, xKp, xKr, xTh1, xTh2, xTh3, xTh4, yKp, yKr, yTh1, yTh2, yTh3, yTh4, thKp, thKr, thTh1, thTh2, thTh3, thTh4
2022-02-17 13:14:52.759, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2022-02-17 13:14:52.960, 54.87, 54.14, 113.71, 0.06, 0.33, -0.34, 108.17, 111.29, 111.16, 0.74, 0.65, 0.35, 680.43, 719.87, 301.45, 9.10, 6.51, -21.13
2022-02-17 13:14:55.874, 54.87, 54.14, 113.71, 0.06, 0.33, -0.34, 108.17, 111.29, 111.16, 0.74, 0.65, 0.35, 680.43, 719.87, 301.45, 9.10, 6.51, -21.13
2022-02-17 13:14:56.058, 54.88, 54.14, 113.71, 0.06, 0.33, -0.34, 108.47, 111.09, 111.13, 0.71, 0.61, 0.34, 681.08, 719.87, 301.38, 8.92, 6.69, -21.31
2022-02-17 13:14:58.873, 54.88, 54.14, 113.71, 0.06, 0.33, -0.34, 108.47, 111.09, 111.13, 0.71, 0.61, 0.34, 681.08, 719.87, 301.38, 8.92, 6.69, -21.31
2022-02-17 13:14:58.939, 54.91, 54.14, 113.71, 0.04, 0.33, -0.32, 108.81, 110.87, 111.10, 0.68, 0.56, 0.32, 681.32, 719.87, 301.36, 8.79, 6.82, -21.44
2022-02-17 13:15:01.862, 54.91, 54.14, 113.71, 0.04, 0.33, -0.32, 108.81, 110.87, 111.10, 0.68, 0.56, 0.32, 681.32, 719.87, 301.36, 8.79, 6.82, -21.44
2022-02-17 13:15:02.035, 54.91, 54.14, 113.71, 0.04, 0.33, -0.31, 109.27, 110.56, 111.05, 0.65, 0.51, 0.30, 681.54, 719.87, 301.34, 8.71, 6.90, -21.53
2022-02-17 13:15:04.867, 54.91, 54.14, 113.71, 0.04, 0.33, -0.31, 109.27, 110.56, 111.05, 0.65, 0.51, 0.30, 681.54, 719.87, 301.34, 8.71, 6.90, -21.53
2022-02-17 13:15:04.971, 54.93, 54.14, 113.70, 0.02, 0.34, -0.30, 109.73, 110.26, 111.00, 0.62, 0.46, 0.28, 681.87, 719.87, 301.31, 8.59, 7.01, -21.65
2022-02-17 13:15:07.872, 54.93, 54.14, 113.70, 0.02, 0.34, -0.30, 109.73, 110.26, 111.00, 0.62, 0.46, 0.28, 681.87, 719.87, 301.31, 8.59, 7.01, -21.65
2022-02-17 13:15:08.062, 54.94, 54.14, 113.70, 0.02, 0.34, -0.30, 110.25, 109.93, 110.95, 0.59, 0.41, 0.26, 682.37, 719.87, 301.26, 8.51, 7.09, -21.73
2022-02-17 13:15:10.874, 54.94, 54.14, 113.70, 0.02, 0.34, -0.30, 110.25, 109.93, 110.95, 0.59, 0.41, 0.26, 682.37, 719.87, 301.26, 8.51, 7.09, -21.73
2022-02-17 13:15:10.960, 54.98, 54.14, 113.70, -0.00, 0.34, -0.27, 110.87, 109.53, 110.89, 0.56, 0.36, 0.24, 682.73, 719.87, 301.22, 8.33, 7.26, -21.90
2022-02-17 13:15:13.875, 54.98, 54.14, 113.70, -0.00, 0.34, -0.27, 110.87, 109.53, 110.89, 0.56, 0.36, 0.24, 682.73, 719.87, 301.22, 8.33, 7.26, -21.90
2022-02-17 13:15:14.050, 54.99, 54.14, 113.70, 0.00, 0.34, -0.28, 111.73, 109.01, 110.80, 0.53, 0.30, 0.22, 683.07, 719.87, 301.19, 8.27, 7.33, -21.96
2022-02-17 13:15:16.869, 54.99, 54.14, 113.70, 0.00, 0.34, -0.28, 111.73, 109.01, 110.80, 0.53, 0.30, 0.22, 683.07, 719.87, 301.19, 8.27, 7.33, -21.96
2022-02-17 13:15:16.949, 55.03, 54.14, 113.69, -0.02, 0.34, -0.25, 112.45, 108.61, 110.73, 0.51, 0.26, 0.19, 683.55, 719.87, 301.14, 8.05, 7.55, -22.19
2022-02-17 13:15:19.874, 55.03, 54.14, 113.69, -0.02, 0.34, -0.25, 112.45, 108.61, 110.73, 0.51, 0.26, 0.19, 683.55, 719.87, 301.14, 8.05, 7.55, -22.19
2022-02-17 13:15:20.048, 55.04, 54.14, 113.69, -0.01, 0.34, -0.26, 111.92, 109.73, 110.78, 0.52, 0.29, 0.21, 684.79, 719.87, 301.01, 7.97, 7.63, -22.27
2022-02-17 13:15:22.862, 55.04, 54.14, 113.69, -0.01, 0.34, -0.26, 111.92, 109.73, 110.78, 0.52, 0.29, 0.21, 684.79, 719.87, 301.01, 7.97, 7.63, -22.27
2022-02-17 13:15:33.403, 55.04, 54.14, 113.69, -0.01, 0.34, -0.26, 111.92, 109.73, 110.78, 0.52, 0.29, 0.21, 684.79, 719.87, 301.01, 7.97, 7.63, -22.27
2022-02-17 13:15:33.573, 54.87, 54.14, 113.71, 0.06, 0.33, -0.34, 108.17, 111.29, 111.16, 0.74, 0.65, 0.35, 680.43, 719.87, 301.45, 9.10, 6.51, -21.13
2022-02-17 13:15:36.494, 54.87, 54.14, 113.71, 0.06, 0.33, -0.34, 108.17, 111.29, 111.16, 0.74, 0.65, 0.35, 680.43, 719.87, 301.45, 9.10, 6.51, -21.13
2022-02-17 13:15:36.581, 54.91, 54.14, 113.71, 0.07, 0.30, -0.35, 108.35, 111.16, 111.14, 0.72, 0.65, 0.33, 681.14, 719.87, 301.38, 9.06, 6.21, -21.10
2022-02-17 13:15:39.535, 54.91, 54.14, 113.71, 0.07, 0.30, -0.35, 108.35, 111.16, 111.14, 0.72, 0.65, 0.33, 681.14, 719.87, 301.38, 9.06, 6.21, -21.10
2022-02-17 13:15:39.618, 54.94, 54.14, 113.70, 0.08, 0.28, -0.35, 108.53, 111.07, 111.12, 0.70, 0.64, 0.30, 682.37, 719.87, 301.26, 8.58, 5.69, -20.62
2022-02-17 13:15:42.496, 54.94, 54.14, 113.70, 0.08, 0.28, -0.35, 108.53, 111.07, 111.12, 0.70, 0.64, 0.30, 682.37, 719.87, 301.26, 8.58, 5.69, -20.62
2022-02-17 13:15:42.545, 54.99, 54.14, 113.70, 0.10, 0.25, -0.36, 109.07, 110.69, 111.07, 0.66, 0.62, 0.24, 683.18, 719.87, 301.17, 8.22, 5.33, -20.28
2022-02-17 13:15:45.506, 54.99, 54.14, 113.70, 0.10, 0.25, -0.36, 109.07, 110.69, 111.07, 0.66, 0.62, 0.24, 683.18, 719.87, 301.17, 8.22, 5.33, -20.28
2022-02-17 13:15:45.584, 55.00, 54.14, 113.70, 0.11, 0.24, -0.36, 109.33, 110.58, 111.04, 0.64, 0.61, 0.22, 684.38, 719.87, 301.06, 7.76, 4.87, -19.82
2022-02-17 13:15:48.515, 55.00, 54.14, 113.70, 0.11, 0.24, -0.36, 109.33, 110.58, 111.04, 0.64, 0.61, 0.22, 684.38, 719.87, 301.06, 7.76, 4.87, -19.82
2022-02-17 13:15:48.613, 55.00, 54.14, 113.70, 0.11, 0.24, -0.36, 110.04, 110.11, 110.97, 0.61, 0.59, 0.16, 685.07, 719.87, 300.99, 7.44, 4.54, -19.51
2022-02-17 13:15:51.507, 55.00, 54.14, 113.70, 0.11, 0.24, -0.36, 110.04, 110.11, 110.97, 0.61, 0.59, 0.16, 685.07, 719.87, 300.99, 7.44, 4.54, -19.51
2022-02-17 13:15:51.565, 55.01, 54.14, 113.70, 0.11, 0.24, -0.36, 110.03, 110.32, 110.97, 0.61, 0.59, 0.16, 687.55, 719.87, 300.74, 6.80, 3.90, -18.88
2022-02-17 13:15:54.503, 55.01, 54.14, 113.70, 0.11, 0.24, -0.36, 110.03, 110.32, 110.97, 0.61, 0.59, 0.16, 687.55, 719.87, 300.74, 6.80, 3.90, -18.88
2022-02-17 13:15:54.583, 55.02, 54.14, 113.70, 0.11, 0.24, -0.36, 110.94, 109.74, 110.88, 0.59, 0.55, 0.11, 688.40, 719.87, 300.65, 6.49, 3.57, -18.55
2022-02-17 13:15:57.555, 55.02, 54.14, 113.70, 0.11, 0.24, -0.36, 110.94, 109.74, 110.88, 0.59, 0.55, 0.11, 688.40, 719.87, 300.65, 6.49, 3.57, -18.55
2022-02-17 13:15:57.628, 55.04, 54.14, 113.69, 0.10, 0.24, -0.36, 111.26, 109.84, 110.85, 0.59, 0.54, 0.09, 689.80, 719.87, 300.51, 6.11, 3.20, -18.18
2022-02-17 13:16:00.495, 55.04, 54.14, 113.69, 0.10, 0.24, -0.36, 111.26, 109.84, 110.85, 0.59, 0.54, 0.09, 689.80, 719.87, 300.51, 6.11, 3.20, -18.18
2022-02-17 13:16:00.543, 55.08, 54.14, 113.69, 0.07, 0.25, -0.37, 111.09, 110.42, 110.87, 0.59, 0.54, 0.10, 690.27, 719.87, 300.47, 5.93, 3.02, -18.00
2022-02-17 13:16:03.507, 55.08, 54.14, 113.69, 0.07, 0.25, -0.37, 111.09, 110.42, 110.87, 0.59, 0.54, 0.10, 690.27, 719.87, 300.47, 5.93, 3.02, -18.00
2022-02-17 13:16:13.945, 55.08, 54.14, 113.69, 0.07, 0.25, -0.37, 111.09, 110.42, 110.87, 0.59, 0.54, 0.10, 690.27, 719.87, 300.47, 5.93, 3.02, -18.00
2022-02-17 13:16:14.097, 54.87, 54.14, 113.71, 0.06, 0.33, -0.34, 108.17, 111.29, 111.16, 0.74, 0.65, 0.35, 680.43, 719.87, 301.45, 9.10, 6.51, -21.13
2022-02-17 13:16:17.052, 54.87, 54.14, 113.71, 0.06, 0.33, -0.34, 108.17, 111.29, 111.16, 0.74, 0.65, 0.35, 680.43, 719.87, 301.45, 9.10, 6.51, -21.13
2022-02-17 13:16:17.139, 54.90, 54.14, 113.71, 0.08, 0.31, -0.34, 108.54, 111.03, 111.12, 0.71, 0.63, 0.30, 681.08, 719.87, 301.39, 8.71, 6.12, -20.75
2022-02-17 13:16:20.046, 54.90, 54.14, 113.71, 0.08, 0.31, -0.34, 108.54, 111.03, 111.12, 0.71, 0.63, 0.30, 681.08, 719.87, 301.39, 8.71, 6.12, -20.75
2022-02-17 13:16:20.121, 54.90, 54.14, 113.71, 0.08, 0.30, -0.35, 108.56, 111.09, 111.12, 0.71, 0.63, 0.30, 683.08, 719.87, 301.19, 8.07, 5.48, -20.11
2022-02-17 13:16:23.048, 54.90, 54.14, 113.71, 0.08, 0.30, -0.35, 108.56, 111.09, 111.12, 0.71, 0.63, 0.30, 683.08, 719.87, 301.19, 8.07, 5.48, -20.11
2022-02-17 13:16:23.254, 54.91, 54.14, 113.71, 0.08, 0.30, -0.35, 109.08, 110.71, 111.07, 0.69, 0.60, 0.25, 684.23, 719.87, 301.07, 7.66, 5.07, -19.70
2022-02-17 13:16:26.036, 54.91, 54.14, 113.71, 0.08, 0.30, -0.35, 109.08, 110.71, 111.07, 0.69, 0.60, 0.25, 684.23, 719.87, 301.07, 7.66, 5.07, -19.70
2022-02-17 13:16:26.102, 54.92, 54.14, 113.71, 0.08, 0.30, -0.35, 109.12, 110.77, 111.06, 0.69, 0.60, 0.24, 686.01, 719.87, 300.89, 7.13, 4.54, -19.17
2022-02-17 13:16:29.103, 54.92, 54.14, 113.71, 0.08, 0.30, -0.35, 109.12, 110.77, 111.06, 0.69, 0.60, 0.24, 686.01, 719.87, 300.89, 7.13, 4.54, -19.17
2022-02-17 13:16:29.186, 54.93, 54.14, 113.70, 0.07, 0.31, -0.35, 109.87, 110.25, 110.99, 0.67, 0.55, 0.18, 686.55, 719.87, 300.84, 6.83, 4.25, -18.88
2022-02-17 13:16:32.037, 54.93, 54.14, 113.70, 0.07, 0.31, -0.35, 109.87, 110.25, 110.99, 0.67, 0.55, 0.18, 686.55, 719.87, 300.84, 6.83, 4.25, -18.88
2022-02-17 13:16:32.083, 54.94, 54.14, 113.70, 0.06, 0.31, -0.36, 110.14, 110.18, 110.96, 0.67, 0.54, 0.16, 687.50, 719.87, 300.74, 6.57, 3.98, -18.62
2022-02-17 13:16:35.041, 54.94, 54.14, 113.70, 0.06, 0.31, -0.36, 110.14, 110.18, 110.96, 0.67, 0.54, 0.16, 687.50, 719.87, 300.74, 6.57, 3.98, -18.62
2022-02-17 13:16:35.108, 54.96, 54.14, 113.70, 0.04, 0.32, -0.36, 111.11, 109.52, 110.87, 0.65, 0.49, 0.10, 687.93, 719.87, 300.70, 6.36, 3.77, -18.41
2022-02-17 13:16:38.039, 54.96, 54.14, 113.70, 0.04, 0.32, -0.36, 111.11, 109.52, 110.87, 0.65, 0.49, 0.10, 687.93, 719.87, 300.70, 6.36, 3.77, -18.41
2022-02-17 13:16:41.046, 54.96, 54.14, 113.70, 0.04, 0.32, -0.36, 111.11, 109.52, 110.87, 0.65, 0.49, 0.10, 687.93, 719.87, 300.70, 6.36, 3.77, -18.41
2022-02-17 13:16:41.712, 54.87, 54.14, 113.71, 0.06, 0.33, -0.34, 108.17, 111.29, 111.16, 0.74, 0.65, 0.35, 680.43, 719.87, 301.45, 9.10, 6.51, -21.13
2022-02-17 13:16:44.047, 54.87, 54.14, 113.71, 0.06, 0.33, -0.34, 108.17, 111.29, 111.16, 0.74, 0.65, 0.35, 680.43, 719.87, 301.45, 9.10, 6.51, -21.13
2022-02-17 13:17:10.135, 54.87, 54.14, 113.71, 0.06, 0.33, -0.34, 108.17, 111.29, 111.16, 0.74, 0.65, 0.35, 680.43, 719.87, 301.45, 9.10, 6.51, -21.13
2022-02-17 13:17:10.292, 54.87, 54.14, 113.71, 0.06, 0.33, -0.34, 108.17, 111.29, 111.16, 0.74, 0.65, 0.35, 680.43, 719.87, 301.45, 9.10, 6.51, -21.13
2022-02-17 13:17:13.232, 54.87, 54.14, 113.71, 0.06, 0.33, -0.34, 108.17, 111.29, 111.16, 0.74, 0.65, 0.35, 680.43, 719.87, 301.45, 9.10, 6.51, -21.13
2022-02-17 13:17:13.324, 54.88, 54.14, 113.71, 0.05, 0.32, -0.33, 108.12, 111.43, 111.17, 0.76, 0.65, 0.37, 680.99, 719.87, 301.39, 8.93, 6.54, -20.98
2022-02-17 13:17:16.253, 54.88, 54.14, 113.71, 0.05, 0.32, -0.33, 108.12, 111.43, 111.17, 0.76, 0.65, 0.37, 680.99, 719.87, 301.39, 8.93, 6.54, -20.98
2022-02-17 13:17:16.343, 54.96, 54.14, 113.70, 0.08, 0.27, -0.36, 108.08, 111.51, 111.17, 0.77, 0.65, 0.38, 681.33, 719.87, 301.36, 8.96, 6.53, -21.01
2022-02-17 13:17:19.238, 54.96, 54.14, 113.70, 0.08, 0.27, -0.36, 108.08, 111.51, 111.17, 0.77, 0.65, 0.38, 681.33, 719.87, 301.36, 8.96, 6.53, -21.01
2022-02-17 13:17:19.378, 54.98, 54.14, 113.70, 0.09, 0.25, -0.36, 108.13, 111.51, 111.16, 0.77, 0.65, 0.37, 682.32, 719.87, 301.26, 8.54, 6.09, -20.60
2022-02-17 13:17:22.249, 54.98, 54.14, 113.70, 0.09, 0.25, -0.36, 108.13, 111.51, 111.16, 0.77, 0.65, 0.37, 682.32, 719.87, 301.26, 8.54, 6.09, -20.60
