timestamp, x, y, theta, goalVx, goalVy, goalW, weight, controller, run#, robotid
2022-02-17 15:45:22.032, 572.19, 186.68, 337.02, 0.00, 50.00, 0.00, 150, adaptive, 1, 00:06:66:74:3E:82
2022-02-17 15:45:22.037, 572.20, 186.67, 337.17, 0.00, 50.00, 0.00, 150, adaptive, 1, 00:06:66:74:3E:82
2022-02-17 15:45:22.037, 572.20, 186.67, 336.86, 0.00, 50.00, 0.00, 150, adaptive, 1, 00:06:66:74:3E:82
2022-02-17 15:45:22.038, 572.19, 186.67, 337.01, 0.00, 50.00, 0.00, 150, adaptive, 1, 00:06:66:74:3E:82
2022-02-17 15:45:22.038, 572.19, 186.68, 337.17, 0.00, 50.00, 0.00, 150, adaptive, 1, 00:06:66:74:3E:82
2022-02-17 15:45:22.038, 572.20, 186.66, 337.43, 0.00, 50.00, 0.00, 150, adaptive, 1, 00:06:66:74:3E:82
2022-02-17 15:45:22.044, 572.20, 186.67, 336.97, 0.00, 50.00, 0.00, 150, adaptive, 1, 00:06:66:74:3E:82
2022-02-17 15:45:22.044, 572.19, 186.67, 337.02, 0.00, 50.00, 0.00, 150, adaptive, 1, 00:06:66:74:3E:82
2022-02-17 15:45:22.044, 572.19, 186.68, 336.83, 0.00, 50.00, 0.00, 150, adaptive, 1, 00:06:66:74:3E:82
2022-02-17 15:45:22.231, 572.19, 186.69, 336.51, 0.00, 50.00, 0.00, 150, adaptive, 1, 00:06:66:74:3E:82
2022-02-17 15:45:22.232, 572.20, 186.66, 337.02, 0.00, 50.00, 0.00, 150, adaptive, 1, 00:06:66:74:3E:82
2022-02-17 15:45:22.233, 572.21, 186.68, 337.51, 0.00, 50.00, 0.00, 150, adaptive, 1, 00:06:66:74:3E:82
2022-02-17 15:45:22.235, 572.21, 186.67, 337.44, 0.00, 50.00, 0.00, 150, adaptive, 1, 00:06:66:74:3E:82
2022-02-17 15:45:22.236, 572.21, 186.67, 336.87, 0.00, 50.00, 0.00, 150, adaptive, 1, 00:06:66:74:3E:82
2022-02-17 15:45:22.238, 572.18, 186.67, 337.06, 0.00, 50.00, 0.00, 150, adaptive, 1, 00:06:66:74:3E:82
2022-02-17 15:45:22.239, 572.20, 186.68, 337.15, 0.00, 50.00, 0.00, 150, adaptive, 1, 00:06:66:74:3E:82
2022-02-17 15:45:22.240, 572.19, 186.67, 336.93, 0.00, 50.00, 0.00, 150, adaptive, 1, 00:06:66:74:3E:82
2022-02-17 15:45:22.241, 572.20, 186.66, 337.56, 0.00, 50.00, 0.00, 150, adaptive, 1, 00:06:66:74:3E:82
2022-02-17 15:45:22.242, 572.20, 186.68, 337.15, 0.00, 50.00, 0.00, 150, adaptive, 1, 00:06:66:74:3E:82
