timestamp, x, y, theta, goalVx, goalVy, goalW, weight, controller, run#, robotid
2022-02-17 14:14:39.562, 0.96, 0.60, 66.07, 0.00, 50.00, 0.00, 0, , , 00:06:66:74:40:E3
2022-02-17 14:14:39.610, 729.22, 193.16, 336.59, 0.00, 50.00, 0.00, 0, , , 00:06:66:74:40:E3
2022-02-17 14:14:39.623, 729.22, 193.31, 336.37, 0.00, 50.00, 0.00, 0, , , 00:06:66:74:40:E3
2022-02-17 14:14:39.646, 729.24, 193.43, 336.28, 0.00, 50.00, 0.00, 0, , , 00:06:66:74:40:E3
2022-02-17 14:14:39.691, 729.25, 193.40, 336.24, 0.00, 50.00, 0.00, 0, , , 00:06:66:74:40:E3
2022-02-17 14:14:39.692, 729.25, 193.26, 336.46, 0.00, 50.00, 0.00, 0, , , 00:06:66:74:40:E3
2022-02-17 14:14:39.712, 729.23, 193.23, 335.39, 0.00, 50.00, 0.00, 0, , , 00:06:66:74:40:E3
2022-02-17 14:14:39.734, 729.23, 193.20, 336.71, 0.00, 50.00, 0.00, 0, , , 00:06:66:74:40:E3
2022-02-17 14:14:39.772, 729.23, 193.34, 335.91, 0.00, 50.00, 0.00, 0, , , 00:06:66:74:40:E3
2022-02-17 14:14:39.773, 729.26, 193.30, 335.87, 0.00, 50.00, 0.00, 0, , , 00:06:66:74:40:E3
2022-02-17 14:14:39.797, 729.28, 193.30, 336.66, 0.00, 50.00, 0.00, 0, , , 00:06:66:74:40:E3
2022-02-17 14:14:39.805, 729.27, 193.27, 335.64, 0.00, 50.00, 0.00, 0, , , 00:06:66:74:40:E3
2022-02-17 14:14:39.853, 729.20, 193.37, 336.42, 0.00, 50.00, 0.00, 0, , , 00:06:66:74:40:E3
2022-02-17 14:14:39.855, 729.20, 193.38, 337.10, 0.00, 50.00, 0.00, 0, , , 00:06:66:74:40:E3
2022-02-17 14:14:39.879, 729.24, 193.37, 336.31, 0.00, 50.00, 0.00, 0, , , 00:06:66:74:40:E3
2022-02-17 14:14:39.892, 729.27, 193.11, 336.40, 0.00, 50.00, 0.00, 0, , , 00:06:66:74:40:E3
2022-02-17 14:14:39.942, 729.29, 193.16, 335.56, 0.00, 50.00, 0.00, 0, , , 00:06:66:74:40:E3
2022-02-17 14:14:39.944, 729.25, 193.27, 336.27, 0.00, 50.00, 0.00, 0, , , 00:06:66:74:40:E3
2022-02-17 14:14:39.970, 729.24, 193.35, 337.08, 0.00, 50.00, 0.00, 0, , , 00:06:66:74:40:E3
2022-02-17 14:14:39.981, 729.24, 193.27, 336.73, 0.00, 50.00, 0.00, 0, , , 00:06:66:74:40:E3
2022-02-17 14:14:40.031, 729.26, 193.27, 336.62, 0.00, 50.00, 0.00, 0, , , 00:06:66:74:40:E3
2022-02-17 14:14:40.053, 729.28, 193.20, 336.05, 0.00, 50.00, 0.00, 0, , , 00:06:66:74:40:E3
2022-02-17 14:14:40.094, 729.25, 193.20, 336.82, 0.00, 50.00, 0.00, 0, , , 00:06:66:74:40:E3
2022-02-17 14:14:40.094, 729.23, 193.29, 336.09, 0.00, 50.00, 0.00, 0, , , 00:06:66:74:40:E3
2022-02-17 14:14:40.094, 729.24, 193.19, 337.12, 0.00, 50.00, 0.00, 0, , , 00:06:66:74:40:E3
2022-02-17 14:14:40.116, 729.26, 193.21, 336.09, 0.00, 50.00, 0.00, 0, , , 00:06:66:74:40:E3
2022-02-17 14:14:40.139, 729.23, 193.21, 336.17, 0.00, 50.00, 0.00, 0, , , 00:06:66:74:40:E3
2022-02-17 14:14:40.157, 729.23, 193.33, 335.19, 0.00, 50.00, 0.00, 0, , , 00:06:66:74:40:E3
2022-02-17 14:14:40.180, 729.25, 193.31, 335.24, 0.00, 50.00, 0.00, 0, , , 00:06:66:74:40:E3
2022-02-17 14:14:40.204, 729.25, 193.21, 336.22, 0.00, 50.00, 0.00, 0, , , 00:06:66:74:40:E3
2022-02-17 14:14:40.227, 729.23, 193.23, 335.56, 0.00, 50.00, 0.00, 0, , , 00:06:66:74:40:E3
2022-02-17 14:14:40.245, 729.24, 193.23, 335.70, 0.00, 50.00, 0.00, 0, , , 00:06:66:74:40:E3
2022-02-17 14:14:40.291, 729.24, 193.23, 336.41, 0.00, 50.00, 0.00, 0, , , 00:06:66:74:40:E3
2022-02-17 14:14:40.292, 729.24, 193.24, 337.15, 0.00, 50.00, 0.00, 0, , , 00:06:66:74:40:E3
2022-02-17 14:14:40.316, 729.25, 193.21, 336.06, 0.00, 50.00, 0.00, 0, , , 00:06:66:74:40:E3
2022-02-17 14:14:40.325, 729.24, 193.25, 335.84, 0.00, 50.00, 0.00, 0, , , 00:06:66:74:40:E3
2022-02-17 14:14:40.375, 729.25, 193.24, 335.82, 0.00, 50.00, 0.00, 0, , , 00:06:66:74:40:E3
2022-02-17 14:14:40.376, 729.26, 193.27, 335.89, 0.00, 50.00, 0.00, 0, , , 00:06:66:74:40:E3
2022-02-17 14:14:40.400, 729.26, 193.29, 335.54, 0.00, 50.00, 0.00, 0, , , 00:06:66:74:40:E3
2022-02-17 14:14:40.414, 729.28, 193.29, 335.38, 0.00, 50.00, 0.00, 0, , , 00:06:66:74:40:E3
2022-02-17 14:14:40.437, 729.27, 193.26, 335.56, 0.00, 50.00, 0.00, 0, , , 00:06:66:74:40:E3
2022-02-17 14:14:40.476, 729.24, 193.26, 336.00, 0.00, 50.00, 0.00, 0, , , 00:06:66:74:40:E3
2022-02-17 14:14:40.498, 729.24, 193.27, 335.06, 0.00, 50.00, 0.00, 0, , , 00:06:66:74:40:E3
2022-02-17 14:14:40.498, 729.27, 193.24, 335.74, 0.00, 50.00, 0.00, 0, , , 00:06:66:74:40:E3
2022-02-17 14:14:40.524, 729.25, 193.25, 335.77, 0.00, 50.00, 0.00, 0, , , 00:06:66:74:40:E3
2022-02-17 14:14:40.548, 729.25, 193.27, 334.98, 0.00, 50.00, 0.00, 0, , , 00:06:66:74:40:E3
2022-02-17 14:14:40.571, 729.25, 193.22, 335.86, 0.00, 50.00, 0.00, 0, , , 00:06:66:74:40:E3
2022-02-17 14:14:40.585, 729.26, 193.25, 335.77, 0.00, 50.00, 0.00, 0, , , 00:06:66:74:40:E3
2022-02-17 14:14:40.610, 729.25, 193.20, 336.49, 0.00, 50.00, 0.00, 0, , , 00:06:66:74:40:E3
2022-02-17 14:14:40.633, 729.26, 193.26, 335.80, 0.00, 50.00, 0.00, 0, , , 00:06:66:74:40:E3
2022-02-17 14:14:40.657, 729.25, 193.22, 335.64, 0.00, 50.00, 0.00, 0, , , 00:06:66:74:40:E3
2022-02-17 14:14:40.671, 729.25, 193.26, 335.24, 0.00, 50.00, 0.00, 0, , , 00:06:66:74:40:E3
2022-02-17 14:14:40.721, 729.23, 193.26, 335.83, 0.00, 50.00, 0.00, 0, , , 00:06:66:74:40:E3
2022-02-17 14:14:40.722, 729.25, 193.23, 335.92, 0.00, 50.00, 0.00, 0, , , 00:06:66:74:40:E3
2022-02-17 14:14:40.746, 729.23, 193.25, 335.35, 0.00, 50.00, 0.00, 0, , , 00:06:66:74:40:E3
2022-02-17 14:14:40.755, 729.26, 193.26, 335.77, 0.00, 50.00, 0.00, 0, , , 00:06:66:74:40:E3
